ASSESSMENT,RECORD_ID,STREAM_LAK,STREAM_NAM,LAKE_NAME,BEACH_NAME,LLID_STREA,LLID_STR_1,LLID_LAKE,EPA_BEACH_,SEGMENT_ID,HUC_4TH_CO,HUC_4TH_NA,HUC_3RD_NA,MILES,RM1,RM2,SEGMENT_MI,POLLUTANT,POLLUTANT_,SEASON,SEASON_ID,ASSESSME_1,ASSESSME_2,ACTION,ACTION_ID,NUMERIC_CR,AFFECTED_U,LISTING_ST,STATUS_ID,PREVIOUS_S,PREVIOUS_A,LISTING_YE,TMDL_INFO,CRITERIA,COMMENTS,SUMMARY,Shape_Leng,PlanName
19300,8018,Larson Creek,Larson Creek,NA,NA,1.23E+12,1.23E+12,0,NA,1661,17100308,Middle Rogue,Southern Oregon Coastal,0 to 6.7,0,6.7,6.7,pH,10,Summer,1,2004,7/13/2005,No action,21,16,Water contact recreation; Salmonid fish spawning; Resident fish and aquatic life; Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2004,NA,pH 6.5 to 8.5,NA,Previous Data:  TMDL Approved: 3/16/1992,35384.63733,Inland Rogue
23475,4003,Yale Creek,Yale Creek,NA,NA,1.23E+12,1.23E+12,0,NA,1723,17100309,Applegate,Southern Oregon Coastal,0 to 1.3,0,1.3,1.3,Temperature,12,Summer,1,2004,5/9/2005,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2004,NA,Rearing: 17.8 C,NA,Previous Data:  TMDL Approved: 2/11/2004,6848.253402,Inland Rogue
16133,13508,Sucker Creek,Sucker Creek,NA,NA,1.24E+12,1.24E+12,0,NA,10392,17100311,Illinois,Southern Oregon Coastal,0 to 21.1,0,21.1,21.1,Temperature,12,October 15 - May 15,46,2004,4/14/2005,No action,21,31,Salmon and steelhead spawning,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: No status change,Previous Assessment Year: 2004,NA,Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum,NA,Previous Data:  TMDL Approved: 5/4/1999,110302.5614,Inland Rogue
23474,4001,Williams Creek,Williams Creek,NA,NA,1.23E+12,1.23E+12,0,NA,1899,17100309,Applegate,Southern Oregon Coastal,0 to 7.1,0,7.1,7.1,Temperature,12,Summer,1,2004,5/9/2005,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2004,NA,Rearing: 17.8 C,NA,Previous Data:  TMDL Approved: 2/11/2004,37622.10638,Inland Rogue
24507,8019,Larson Creek,Larson Creek,NA,NA,1.23E+12,1.23E+12,0,NA,1661,17100308,Middle Rogue,Southern Oregon Coastal,0 to 6.7,0,6.7,6.7,pH,10,FallWinterSpring,2,2004,7/13/2005,No action,21,16,Water contact recreation; Salmonid fish rearing; Resident fish and aquatic life; Anadromous fish passage; Salmonid fish spawning,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2004,NA,pH 6.5 to 8.5,NA,Previous Data:  TMDL Approved: 3/16/1992,35384.63733,Inland Rogue
26433,23111,Ashland Creek,Ashland Creek,NA,NA,1.23E+12,1.23E+12,0,NA,9252,17100308,Middle Rogue,Southern Oregon Coastal,0 to 5.4,0,5.4,5.4,Temperature,12,Year Round,3,2010,11/4/2010,No action,21,34,NA,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: New Cat 4A: Water quality limited, TMDL approved",Previous Assessment Year: 2010,"TMDL Approved: 10/02/2007
Bear Creek TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/rogue.htm"">Bear Creek TMDL</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,TMDL analysis showed temperature criteria exceeded. Record ID 3938 (1998),NA,28630.52652,Inland Rogue
26436,23112,Ashland Creek,Ashland Creek,NA,NA,1.23E+12,1.23E+12,0,NA,11871,17100308,Middle Rogue,Southern Oregon Coastal,0 to 3.1,0,3.1,3.1,Temperature,12,October 15 - May 15,46,2010,11/4/2010,No action,21,31,NA,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved","Previous Action: New Cat 4A: Water quality limited, TMDL approved",Previous Assessment Year: 2010,"TMDL Approved: 10/02/2007
Bear Creek TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/rogue.htm"">Bear Creek TMDL</a>",Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum,TMDL analysis showed temperature criteria exceeded.,NA,16263.55054,Inland Rogue
26425,3896,North Fork Little Butte Creek,North Fork Little Butte Creek,NA,NA,1.23E+12,1.23E+12,0,NA,1499,17100307,Upper Rogue,Southern Oregon Coastal,0 to 6.5,0,6.5,6.5,Temperature,12,Summer,1,2010,11/2/2010,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/29/2008
Rogue River Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/rogue.htm"">Rogue River Basin TMDL</a>",Rearing: 17.8 C,NA,NA,34345.3581,Inland Rogue
14610,21093,Klamath River,Klamath River,NA,NA,1.22E+12,1.22E+12,0,NA,11850,18010204; 18010206,Lost; Upper Klamath,Klamath,231.1 to 251,231.1,251,19.9,Dissolved Oxygen,6,Year Round (Non-spawning),71,2004,4/11/2005,No action,21,8,Cool-water aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Cool water: Not less than 6.5 mg/l,NA,"Previous Data:  [DEQ] LASAR 10768 River Mile 232.8: From 7/19/1994 to 9/23/2003, 5 out of 24 samples (21%) < 6.5 mg/l and applicable % saturation.
[DEQ] LASAR 10768 River Mile 232.8: From 1/11/1994 to 11/18/2003, 0 out of 48 samples (0%) < 6.5 mg/l and",105057.466,Klamath Headwaters
14609,11982,Klamath River,Klamath River,NA,NA,1.22E+12,1.22E+12,0,NA,8877,18010206,Upper Klamath,Klamath,207 to 231.1,207,231.1,24.1,Dissolved Oxygen,6,Year Round (Non-spawning),71,2004,1/5/2006,No action,21,7,Cold-water aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Cold water: Not less than 8.0 mg/l or 90% of saturation,NA,"Previous Data:  DEQ] LASAR 26068 River Mile 207.6: From 9/11/2001 to 9/12/2001, 0 out of 2 samples (0%) < 8 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 10764 River Mile 219.3: From 7/19/1994 to 11/19/2003, 6 out of 31 samples (19%) < 8 mg/",114925.0167,Klamath Headwaters
15465,12840,Klamath River,Klamath River,NA,NA,1.22E+12,1.22E+12,0,NA,8877,18010206,Upper Klamath,Klamath,207 to 231.1,207,231.1,24.1,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,36,Redband or Lahontan cutthroat trout,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [Pacificorp] LASAR 28558 River Mile 222.9: From 5/15/2001 to 9/16/2001, 85 days with 7-day-average maximum > 20 degrees Celsius.
[Pacificorp] LASAR 28556 River Mile 226.6: From 5/15/2001 to 7/13/2001, 30 days with 7-day-average maximum >",114925.0167,Klamath Headwaters
28131,24491,Klamath River/Upper Klamath Lake,Klamath River,Upper Klamath Lake,NA,0,1.22E+12,1.22E+12,NA,31543,18010203; 18010204,Upper Klamath Lake; Lost,Klamath,253 to 275,253,275,22,pH,10,FallWinterSpring,2,2010,1/29/2013,No action,21,28,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,NA,pH 6.5 to 9.0,NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Eight out of 24 samples (33%) collected at USGS station 422622122004000 from 10/7/03 to 5/17/10 were outside the applicable criteria. Seven out of 28 samples (25%) collected at USGS station 42230512155",116143.9325,Klamath Headwaters
18410,15785,Klamath River,Klamath River,NA,NA,1.22E+12,1.22E+12,0,NA,12087,18010204; 18010206,Lost; Upper Klamath,Klamath,231.5 to 253,231.5,253,21.5,pH,10,Summer,1,2004,9/9/2005,No action,21,28,Water contact recreation; Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,pH 6.5 to 9.0,NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 11605 River Mile 249.7: From 8/16/1994 to 8/29/2001, 0 out of 4 samples (0%) outside pH criteria range 6.5 to 9.
[DEQ/ODA - Salem] LASAR 10768 River Mile 251.5: From 7/19/1994 to 9/23/2003, 22 out of 28 samples (7",113504.2975,Klamath Headwaters
14566,21088,"Klamath River/Ewauna, Lake",Klamath River,"Ewauna, Lake",NA,0,1.22E+12,1.22E+12,NA,11652,18010204; 18010206,Lost; Upper Klamath,Klamath,232.7 to 253.7,232.7,253.7,21,Dissolved Oxygen,6,Year Round (Non-spawning),71,2004,4/11/2005,No action,21,8,Cool-water aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Cool water: Not less than 6.5 mg/l,NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 11599 River Mile 0: From 8/16/1994 to 8/29/2001, 6 out of 7 samples (86%) < 6.5 mg/l and applicable % saturation.
[DEQ/ODA - Salem] LASAR 11599 River Mile 0: From 4/8/1997 to 3/23/1998, 0 out of 6 samples (0%) < 6",110864.6626,Klamath Headwaters
15440,12815,Spencer Creek,Spencer Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1259,18010206,Upper Klamath,Klamath,0 to 18.9,0,18.9,18.9,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,36,Redband or Lahontan cutthroat trout,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [BLM - Klamath Falls RA] LASAR 27736 River Mile 9.5: From 4/24/2001 to 10/9/2001, 45 days with 7-day-average maximum > 20 degrees Celsius.
[Pacificorp] LASAR 28557 River Mile 0.5: From 5/15/2001 to 9/16/2001, 92 days with 7-day-average m",99183.54729,Klamath Headwaters
28121,24487,Sevenmile Canal,Sevenmile Canal,NA,NA,1.22E+12,1.22E+12,0,NA,31540,18010203,Upper Klamath Lake,Klamath,0 to 10.5,0,10.5,10.5,Dissolved Oxygen,6,Year Round (Non-spawning),71,2010,1/29/2013,No action,21,8,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,NA,Cool water: Not less than 6.5 mg/l,NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Four exceedences of the cool water criteria out of 7 days of sampling collection between 4/04 and 9/04 at USGS station 423628121595900 and 3 exceedences of the cool water criteria out of 7 days of samp",53408.50783,Klamath Headwaters
15497,12872,Beaver Creek,Beaver Creek,NA,NA,1.22E+12,1.22E+12,0,NA,9000,18010206,Upper Klamath,Klamath,0 to 5.5,0,5.5,5.5,Temperature,12,Year Round (Non-spawning),71,2004,4/14/2005,No action,21,36,Redband or Lahontan cutthroat trout,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Redband or Lahontan cutthroat trout: 20.0 degrees Celsius 7-day-average maximum,NA,"Previous Data:  [BLM - Medford] LASAR 31033 River Mile 0.2: From 6/19/1998 to 10/14/2000, 112 days with 7-day-average maximum > 20 degrees Celsius.
[BLM - Medford] LASAR 31038 River Mile 0.2: From 6/19/1998 to 10/14/2000, 111 days with 7-day-average max",28768.00032,Klamath Headwaters
18140,15515,"Klamath River/Ewauna, Lake",Klamath River,"Ewauna, Lake",NA,0,1.22E+12,1.22E+12,NA,11652,18010204; 18010206,Lost; Upper Klamath,Klamath,232.7 to 253.7,232.7,253.7,21,pH,10,Summer,1,2004,4/25/2005,No action,21,40,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,pH 6.0 to 8.5,Error - listing should have been reported in 2004.,"Previous Data:  [DEQ/ODA - Salem] LASAR 11599 River Mile 0: From 8/16/1994 to 8/29/2001, 7 out of 10 samples (70%) outside pH criteria range 6 to 8.5.
[DEQ/ODA - Salem] LASAR 11602 River Mile 0: From 8/16/1994 to 8/29/2001, 5 out of 6 samples (83%) outs",110864.6626,Klamath Headwaters
14207,20911,Williamson River,Williamson River,NA,NA,1.22E+12,1.22E+12,0,NA,8796,18010201; 18010203,Williamson; Upper Klamath Lake,Klamath,0 to 94.6,0,94.6,94.6,Dissolved Oxygen,6,January 1 - May 15,41,2004,4/11/2005,No action,21,4,Resident trout spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Spawning: Not less than 11.0 mg/L or 95% of saturation,NA,"Previous Data:  [DEQ] LASAR 10770 River Mile 6.5: From 1/11/1994 to 3/19/2003, 14 out of 28 samples (50%) < 11 mg/l and applicable % saturation.
[DEQ] LASAR 21527 River Mile 28.4: From 5/2/2000 to 5/2/2000, 1 out of 1 samples (100%) < 11 mg/l and applic",485572.5613,Klamath Headwaters
2129,2168,Mill Creek,Mill Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1409,18010206,Upper Klamath,Klamath,0 to 3.9,0,3.9,3.9,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  FOG Data (Site near mouth): 7 day average of daily maximums of >64 exceeded temperature standard (64) in 1990 - 1992 (min/max) but not in 1993 - 1994;  however BLM Grab sample data at mouth between 1991 - 1995 is <64.
FOG 1997 Temperatur",20368.40947,Klamath Headwaters
17394,14769,South Fork Sprague River,South Fork Sprague River,NA,NA,1.21E+12,1.21E+12,0,NA,8414,18010202,Sprague,Klamath,0 to 31.3,0,31.3,31.3,E. Coli,2,Summer,1,2004,4/25/2005,No action,21,1,Water contact recreation,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml,NA,"Previous Data:  [DEQ] LASAR 21533 River Mile 0.9: From 8/17/1999 to 8/23/2000, 2 out of 5 samples (40%) > 406 organisms; maximum 30-day log mean of 0
[DEQ] LASAR 21564 River Mile 10.3: From 8/17/1999 to 8/23/2000, 0 out of 4 samples (0%) > 406 organisms",162359.9904,Klamath Headwaters
1965,1984,Jenny Creek,Jenny Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1382,18010206,Upper Klamath,Klamath,0 to 17.8,0,17.8,17.8,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  BLM Data (2 Sites: 40S-4E-33; 40S-4E-21): 7 day average of daily maximums of 81.1/82.2/80.5/84.2/79.9 and 77,8/74.7/75.5/72.0/71.9 exceed temperature standard (64) in 1991/92/93/94/95 respectively.  BLM and FOG data for other sites availa",89863.69887,Klamath Headwaters
28129,24489,Lost River Diversion Canal,Lost River Diversion Canal,NA,NA,1.22E+12,1.22E+12,0,NA,31542,18010204,Lost,Klamath,0 to 237.8,0,237.8,237.8,Dissolved Oxygen,6,Year Round (Non-spawning),71,2010,1/29/2013,No action,21,8,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,NA,Cool water: Not less than 6.5 mg/l,Note: Probable incorrect segment on Klamath River  LLID 1221913420005. See Record 21093 RM 231.1 to 251 that places LASAR Station 11598 at River Mile 248.1.,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Five exceedences of the cool water aquatic life criterion (6.5mg/l) out of 7 days of sampling between 8/21/01 and 8/28/03 at LASAR station 11598, Lost River Diversion Canal at Klamath River.",150296.1231,Klamath Headwaters
2124,2163,Keene Creek,Keene Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1378,18010206,Upper Klamath,Klamath,0 to 7.2,0,7.2,7.2,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,Previous Data:  BLM Data (Site at BLM line Section 17 below Lincoln Creek): 7 day average of daily maximums of 63.6/67.1/69.0°F  for years 1995/1996/1997.  Two of three years exceed temperature standard (64).,37882.58301,Klamath Headwaters
2061,2099,Miners Creek,Miners Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1292,18010206,Upper Klamath,Klamath,0 to 4.3,0,4.3,4.3,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Salmonid fish spawning; Salmonid fish rearing; Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Spencer Creek system provides spawning and rearing habitat to the Klamath River Redband trout, a sensitive population; sedimentation has been identified as a concern (Spencer Creek Watershed Analysis, USFS, 1995).",22543.43181,Klamath Headwaters
2062,2100,Spencer Creek,Spencer Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1259,18010206,Upper Klamath,Klamath,0 to 18.9,0,18.9,18.9,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Spencer Creek system provides spawning and rearing habitat to the Klamath River Redband trout, a sensitive population; sedimentation has been identified as a concern (Spencer Creek Watershed Analysis, USFS, 1995).",99183.54729,Klamath Headwaters
2060,2098,Clover Creek,Clover Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1290,18010206,Upper Klamath,Klamath,0 to 8.4,0,8.4,8.4,Sedimentation,11,Undefined,72,1998,12/1/1998,No action,21,5,Salmonid fish rearing; Resident fish and aquatic life; Salmonid fish spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"Previous Data:  Spencer Creek system provides spawning and rearing habitat to the Klamath River Redband trout, a sensitive population; sedimentation has been identified as a concern (Spencer Creek Watershed Analysis, USFS, 1995).",44160.67551,Klamath Headwaters
2137,2178,Keene Creek,Keene Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1379,18010206,Upper Klamath,Klamath,7.5 to 9.7,7.5,9.7,2.2,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  Temperature data 7 day Ave. Max 72.1°F, exceeded 64°F, 68 times at Little Hyatt Dam and @ Fletcher`s Temperature data 7 day Ave. Max 74.6°F, exceeded 64°F, 70 times in 1997.",11612.06751,Klamath Headwaters
28109,24483,Williamson River,Williamson River,NA,NA,1.22E+12,1.22E+12,0,NA,8796,18010201; 18010203,Williamson; Upper Klamath Lake,Klamath,0 to 94.6,0,94.6,94.6,Sedimentation,11,Year Round,3,2010,1/29/2013,No action,21,5,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010,NA,"The formation of appreciable bottom or sludge deposits or the formation of any organic or inorganic deposits deleterious to fish or other aquatic life or injurious to public health, recreation, or industry may not be allowed.",NA,"2010 Data:
EPA addition to 303(d) list 12/14/2012:  Lasar Station 31491 (ORSE04-R014) 1 out of 1 (100%) samples outside the East Cascades Ecoregion criteria, data collected in 2004.",485572.5613,Klamath Headwaters
2120,2159,Johnson Creek,Johnson Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1362,18010206,Upper Klamath,Klamath,0 to 9.4,0,9.4,9.4,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,Previous Data:  FOG Data (Site near mouth): 7 day average of daily maximums of greater than 64 exceed temperature standard (64) in 1990 - 1991.  BLM Grab sample data also available.,49316.85715,Klamath Headwaters
14214,11587,Klamath River,Klamath River,NA,NA,1.22E+12,1.22E+12,0,NA,8877,18010206,Upper Klamath,Klamath,207 to 231.1,207,231.1,24.1,Dissolved Oxygen,6,January 1 - May 15,41,2004,1/5/2006,No action,21,4,Resident trout spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,Spawning: Not less than 11.0 mg/L or 95% of saturation,NA,"Previous Data:  [DEQ/ODA - Salem] LASAR 10764 River Mile 219.3: From 3/29/1994 to 3/20/2003, 4 out of 23 samples (17%) < 8 mg/l and applicable % saturation.",114925.0167,Klamath Headwaters
18139,15514,"Klamath River/Ewauna, Lake",Klamath River,"Ewauna, Lake",NA,0,1.22E+12,1.22E+12,NA,11652,18010204; 18010206,Lost; Upper Klamath,Klamath,232.7 to 253.7,232.7,253.7,21,pH,10,FallWinterSpring,2,2004,4/25/2005,No action,21,40,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004,NA,pH 6.0 to 8.5,Error - listing should have been reported in 2004.,"Previous Data:  [DEQ/ODA - Salem] LASAR 11599 River Mile 0: From 4/8/1997 to 3/23/1998, 3 out of 9 samples (33%) outside pH criteria range 6 to 8.5.",110864.6626,Klamath Headwaters
2140,2181,South Fork Keene Creek,South Fork Keene Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1415,18010206,Upper Klamath,Klamath,0 to 3.1,0,3.1,3.1,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  Temperature data 7 day Ave. Max 66.8°F, exceeded 64°F, 18 times",16306.22454,Klamath Headwaters
2139,2180,Hoxie Creek,Hoxie Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1399,18010206,Upper Klamath,Klamath,0.8 to 4.4,0.8,4.4,3.6,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Salmonid fish rearing; Anadromous fish passage,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  Temperature data 7 day Ave. Max 70.2°F, exceeded 64°F, 24 times",18945.87481,Klamath Headwaters
2119,2158,Grizzly Creek,Grizzly Creek,NA,NA,1.22E+12,1.22E+12,0,NA,1368,18010206,Upper Klamath,Klamath,0 to 3,0,3,3,Temperature,12,Summer,1,1998,12/1/1998,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998,NA,Rearing: 17.8 C,NA,"Previous Data:  FOG Temperature data for 1997 shows 7 day Ave. Max 66.2°F, exceeded 64°F, 28 times",15646.25672,Klamath Headwaters
11443,1963,Sprague River,Sprague River,NA,NA,1.22E+12,1.22E+12,0,NA,1221,18010202,Sprague,Klamath,0 to 79.2,0,79.2,79.2,Temperature,12,Summer,1,2002,11/4/2002,No action,21,17,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,Previous Status: TMDL approved,Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2002,NA,Rearing: 17.8 C,NA,Previous Data:  TMDL Approval Date: 8/7/2002,408813.6916,Klamath Headwaters
11424,2008,Klamath River/Upper Klamath Lake,Klamath River,Upper Klamath Lake,NA,0,1.22E+12,1.22E+12,NA,1322,18010203,Upper Klamath Lake,Klamath,254.9 to 278.5,254.9,278.5,23.6,Dissolved Oxygen,6,Summer,1,2002,11/4/2002,No action,21,8,Resident fish and aquatic life; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14,Previous Status: TMDL approved,Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2002,NA,Cool water: Not less than 6.5 mg/l,NA,Previous Data:  Approval Date: 8/7/2002,124590.7638,Klamath Headwaters
