FID,Join_Count,TARGET_FID,OBJECTID,ASSESSMENT,RECORD_ID,STREAM_LAK,STREAM_NAM,LAKE_NAME,BEACH_NAME,LLID_STREA,LLID_STR_1,LLID_LAKE,EPA_BEACH_,SEGMENT_ID,HUC_4TH_CO,HUC_4TH_NA,HUC_3RD_NA,MILES,RM1,RM2,SEGMENT_MI,POLLUTANT,POLLUTANT_,SEASON,SEASON_ID,ASSESSME_1,ASSESSME_2,ACTION,ACTION_ID,NUMERIC_CR,AFFECTED_U,LISTING_ST,STATUS_ID,PREVIOUS_S,PREVIOUS_A,LISTING_YE,TMDL_INFO,CRITERIA,Shape_Leng,PlanName
1752,1,1752,1753,28713.000000000000000,24818.000000000000000,Pistol River,Pistol River, , ,1243982422750.000000000000000,1243982422750.000000000000000,0.000000000000000, ,31681.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 1.1,0.000000000000000,1.100000000000000,1.080000000000000,Dissolved Oxygen,6.000000000000000,Year Round (Non-spawning),71.000000000000000,2010.000000000000000,1/29/2013 0:00:00,No action,21.000000000000000,10.000000000000000, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Estuarine: Not less than 6.5 mg/l,5801.604742929999700,Curry County
1767,1,1767,1768,25715.000000000000000,4008.000000000000000,Foster Creek,Foster Creek, , ,1240473426350.000000000000000,1240473426350.000000000000000,0.000000000000000, ,2471.000000000000000,17100310,Lower Rogue,Southern Oregon Coastal,0 to 5.2,0.000000000000000,5.200000000000000,5.200000000000000,Temperature,12.000000000000000,Summer,1.000000000000000,2010.000000000000000,10/29/2010 0:00:00,No action,21.000000000000000,17.000000000000000,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14.000000000000000,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/29/2008
Rogue River Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/rogue.htm"">Rogue River Basin TMDL</a>",Rearing: 17.8 C,27055.391848700001000,Curry County
1834,1,1834,1835,4574.000000000000000,4660.000000000000000,Bald Mountain Creek,Bald Mountain Creek, , ,1243834427190.000000000000000,1243834427190.000000000000000,0.000000000000000, ,2623.000000000000000,17100306,Sixes,Southern Oregon Coastal,0 to 2.3,0.000000000000000,2.300000000000000,2.300000000000000,Temperature,12.000000000000000,Summer,1.000000000000000,1998.000000000000000,12/1/1998 0:00:00,No action,21.000000000000000,17.000000000000000,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,Previous Status: 303(d),Previous Action: Added to database,Previous Assessment Year: 1998, ,Rearing: 17.8 C,11911.697881700000000,Curry County
1903,1,1903,1904,28665.000000000000000,24783.000000000000000,Emily Creek,Emily Creek, , ,1241867421140.000000000000000,1241867421140.000000000000000,0.000000000000000, ,2564.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 8.1,0.000000000000000,8.100000000000000,8.100000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2010.000000000000000,1/29/2013 0:00:00,No action,21.000000000000000,17.000000000000000, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Rearing: 17.8 C,42267.954146399999000,Curry County
1993,1,1993,1994,28584.000000000000000,24723.000000000000000,Boulder Creek,Boulder Creek, , ,1240421422780.000000000000000,1240421422780.000000000000000,0.000000000000000, ,31370.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 9.5,0.000000000000000,9.500000000000000,9.500000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2010.000000000000000,1/29/2013 0:00:00,No action,21.000000000000000,17.000000000000000, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Rearing: 17.8 C,49585.691059099998000,Curry County
2090,1,2090,2091,28734.000000000000000,24835.000000000000000,Boulder Creek,Boulder Creek, , ,1244974429130.000000000000000,1244974429130.000000000000000,0.000000000000000, ,11636.000000000000000,17100306,Sixes,Southern Oregon Coastal,0 to 6.1,0.000000000000000,6.100000000000000,6.100000000000000,Temperature,12.000000000000000,Year Round,3.000000000000000,2010.000000000000000,1/29/2013 0:00:00,No action,21.000000000000000,17.000000000000000, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Rearing: 17.8 C,31899.494072300000000,Curry County
2109,1,2109,2110,28637.000000000000000,24762.000000000000000,Eagle Creek,Eagle Creek, , ,1241417422160.000000000000000,1241417422160.000000000000000,0.000000000000000, ,2545.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 6.8,0.000000000000000,6.800000000000000,6.800000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2010.000000000000000,1/29/2013 0:00:00,No action,21.000000000000000,17.000000000000000, ,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: EPA addition to 303(d) list,Previous Assessment Year: 2010, ,Rearing: 17.8 C,35744.226449499998000,Curry County
2182,1,2182,2183,23374.000000000000000,20749.000000000000000,Rogue River,Rogue River, , ,1244292424210.000000000000000,1244292424210.000000000000000,0.000000000000000, ,2631.000000000000000,17100310,Lower Rogue,Southern Oregon Coastal,0 to 27.2,0.000000000000000,27.199999999999999,27.199999999999999,Fecal Coliform,3.000000000000000,Year Round,3.000000000000000,2004.000000000000000,4/25/2005 0:00:00,No action,21.000000000000000,2.000000000000000,Shellfish growing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Fecal coliform median of 14 organisms per 100 ml; no more than 10% > 43 organisms per 100 ml,144325.367216000010000,Curry County
2273,1,2273,2274,23401.000000000000000,20776.000000000000000,Floras Creek,Floras Creek, , ,1244974429130.000000000000000,1244974429130.000000000000000,0.000000000000000, ,11635.000000000000000,17100306,Sixes,Southern Oregon Coastal,12 to 12.8,12.000000000000000,12.800000000000001,0.800000000000000,pH,10.000000000000000,Summer,1.000000000000000,2004.000000000000000,4/25/2005 0:00:00,No action,21.000000000000000,16.000000000000000,Water contact recreation; Resident fish and aquatic life,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,pH 6.5 to 8.5,4183.538032950000300,Curry County
2302,1,2302,2303,14381.000000000000000,21075.000000000000000,Winchuck River,Winchuck River, , ,1242066420050.000000000000000,1242066420050.000000000000000,0.000000000000000, ,11999.000000000000000,17100312,Chetco,Southern Oregon Coastal,1 to 11.1,1.000000000000000,11.100000000000000,10.100000000000000,Dissolved Oxygen,6.000000000000000,October 15 - May 15,46.000000000000000,2004.000000000000000,4/11/2005 0:00:00,No action,21.000000000000000,4.000000000000000,Salmon and steelhead spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Spawning: Not less than 11.0 mg/L or 95% of saturation,52618.728008099999000,Curry County
2335,1,2335,2336,14389.000000000000000,12492.000000000000000,Sixes River,Sixes River, , ,1245439428540.000000000000000,1245439428540.000000000000000,0.000000000000000, ,12025.000000000000000,17100306,Sixes,Southern Oregon Coastal,4.4 to 29.4,4.400000000000000,29.399999999999999,25.000000000000000,Dissolved Oxygen,6.000000000000000,October 15 - May 15,46.000000000000000,2004.000000000000000,4/11/2005 0:00:00,No action,21.000000000000000,4.000000000000000,Salmon and steelhead spawning,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Spawning: Not less than 11.0 mg/L or 95% of saturation,130375.129348000000000,Curry County
2338,1,2338,2339,23328.000000000000000,20703.000000000000000,Pistol River,Pistol River, , ,1243982422750.000000000000000,1243982422750.000000000000000,0.000000000000000, ,2625.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 19.8,0.000000000000000,19.800000000000001,19.800000000000001,Fecal Coliform,3.000000000000000,Year Round,3.000000000000000,2004.000000000000000,4/25/2005 0:00:00,No action,21.000000000000000,2.000000000000000,Shellfish growing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Fecal coliform median of 14 organisms per 100 ml; no more than 10% > 43 organisms per 100 ml,103963.327808000000000,Curry County
2482,1,2482,2483,15945.000000000000000,13320.000000000000000,Jack Creek,Jack Creek, , ,1242224420640.000000000000000,1242224420640.000000000000000,0.000000000000000, ,3245.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 1.2,0.000000000000000,1.200000000000000,1.200000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,6236.459628100000400,Curry County
2489,1,2489,2490,15952.000000000000000,13327.000000000000000,East Fork Floras Creek,East Fork Floras Creek, , ,1243267429370.000000000000000,1243267429370.000000000000000,0.000000000000000, ,3232.000000000000000,17100306,Sixes,Southern Oregon Coastal,0 to 7.5,0.000000000000000,7.500000000000000,7.500000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,38975.184353899996000,Curry County
2493,1,2493,2494,15958.000000000000000,13333.000000000000000,Cedar Creek,Cedar Creek, , ,1243729425580.000000000000000,1243729425580.000000000000000,0.000000000000000, ,3233.000000000000000,17100306,Sixes,Southern Oregon Coastal,0 to 4.5,0.000000000000000,4.500000000000000,4.500000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,23500.623282699999000,Curry County
2522,1,2522,2523,15955.000000000000000,13330.000000000000000,North Fork Hunter Creek,North Fork Hunter Creek, , ,1243376423790.000000000000000,1243376423790.000000000000000,0.000000000000000, ,3244.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 4.8,0.000000000000000,4.800000000000000,4.800000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,25137.635391000000000,Curry County
2550,1,2550,2551,15967.000000000000000,13342.000000000000000,Crystal Creek,Crystal Creek, , ,1244856428200.000000000000000,1244856428200.000000000000000,0.000000000000000, ,3239.000000000000000,17100306,Sixes,Southern Oregon Coastal,0 to 7.3,0.000000000000000,7.300000000000000,7.300000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,37877.851214200004000,Curry County
2563,1,2563,2564,15953.000000000000000,13328.000000000000000,Deep Creek,Deep Creek, , ,1243269422800.000000000000000,1243269422800.000000000000000,0.000000000000000, ,2618.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 2.1,0.000000000000000,2.100000000000000,2.100000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,10913.114798700000000,Curry County
2578,1,2578,2579,15963.000000000000000,13338.000000000000000,Edson Creek,Edson Creek, , ,1244127428150.000000000000000,1244127428150.000000000000000,0.000000000000000, ,3240.000000000000000,17100306,Sixes,Southern Oregon Coastal,0 to 5.8,0.000000000000000,5.800000000000000,5.800000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,30102.530107099999000,Curry County
2596,1,2596,2597,15944.000000000000000,13319.000000000000000,North Fork Chetco River,North Fork Chetco River, , ,1242107420730.000000000000000,1242107420730.000000000000000,0.000000000000000, ,11496.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 12.1,0.000000000000000,12.100000000000000,12.100000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,63449.375413700000000,Curry County
2600,1,2600,2601,15951.000000000000000,13326.000000000000000,North Fork Floras Creek,North Fork Floras Creek, , ,1243207429080.000000000000000,1243207429080.000000000000000,0.000000000000000, ,3236.000000000000000,17100306,Sixes,Southern Oregon Coastal,0 to 10.9,0.000000000000000,10.900000000000000,10.900000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,55890.795543400003000,Curry County
2645,1,2645,2646,15915.000000000000000,13290.000000000000000,North Fork Smith River,North Fork Smith River, , ,1240556420470.000000000000000,1240556420470.000000000000000,0.000000000000000, ,11284.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 1.6,0.000000000000000,1.600000000000000,1.600000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,8333.599047440000500,Curry County
2752,1,2752,2753,26213.000000000000000,13322.000000000000000,Deadline Creek,Deadline Creek, , ,1242641425670.000000000000000,1242641425670.000000000000000,0.000000000000000, ,11517.000000000000000,17100310,Lower Rogue,Southern Oregon Coastal,0 to 2.3,0.000000000000000,2.300000000000000,2.300000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2010.000000000000000,10/29/2010 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14.000000000000000,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 06/13/2002
Lobster Creek Watershed TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/rogue.htm"">Lobster Creek Watershed TMDL</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,12113.971644499999000,Curry County
2845,1,2845,2846,15929.000000000000000,13304.000000000000000,East Fork Winchuck River,East Fork Winchuck River, , ,1241077420360.000000000000000,1241077420360.000000000000000,0.000000000000000, ,2523.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 7.5,0.000000000000000,7.500000000000000,7.500000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,39294.227837200000000,Curry County
2872,1,2872,2873,15948.000000000000000,13323.000000000000000,Chetco River,Chetco River, , ,1242700420450.000000000000000,1242700420450.000000000000000,0.000000000000000, ,11523.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 57.1,0.000000000000000,57.100000000000001,57.100000000000001,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed",Previous Action: Added to database,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,299917.197233000010000,Curry County
2919,1,2919,2920,26208.000000000000000,13289.000000000000000,Shasta Costa Creek,Shasta Costa Creek, , ,1240518425720.000000000000000,1240518425720.000000000000000,0.000000000000000, ,2480.000000000000000,17100310,Lower Rogue,Southern Oregon Coastal,0 to 13.4,0.000000000000000,13.400000000000000,13.400000000000000,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2010.000000000000000,10/29/2010 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14.000000000000000,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2010,"TMDL Approved: 12/29/2008
Rogue River Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/rogue.htm"">Rogue River Basin TMDL</a>",Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,69592.169948700001000,Curry County
3266,1,3266,3267,11761.000000000000000,9503.000000000000000,South Fork Pistol River,South Fork Pistol River, , ,1242904422670.000000000000000,1242904422670.000000000000000,0.000000000000000, ,3247.000000000000000,17100312,Chetco,Southern Oregon Coastal,0 to 0.5,0.000000000000000,0.500000000000000,0.500000000000000,Temperature,12.000000000000000,Summer,1.000000000000000,2002.000000000000000,11/1/2002 0:00:00,No action,21.000000000000000,17.000000000000000,Anadromous fish passage; Salmonid fish rearing,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17.000000000000000,Previous Status: 303(d),Previous Action: Segment modification,Previous Assessment Year: 2002, ,Rearing: 17.8 C,2608.869618079999800,Curry County
3412,1,3412,3413,11328.000000000000000,4015.000000000000000,North Fork Lobster Creek,North Fork Lobster Creek, , ,1242464426170.000000000000000,1242464426170.000000000000000,0.000000000000000, ,2604.000000000000000,17100310,Lower Rogue,Southern Oregon Coastal,0 to 3.3,0.000000000000000,3.300000000000000,3.300000000000000,Temperature,12.000000000000000,Summer,1.000000000000000,2002.000000000000000,8/1/2002 0:00:00,No action,21.000000000000000,17.000000000000000,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",14.000000000000000,Previous Status: TMDL approved,Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2002, ,Rearing: 17.8 C,16789.490608100001000,Curry County
3421,1,3421,3422,11329.000000000000000,4016.000000000000000,South Fork Lobster Creek,South Fork Lobster Creek, , ,1242464426170.000000000000000,1242464426170.000000000000000,0.000000000000000, ,2602.000000000000000,17100310,Lower Rogue,Southern Oregon Coastal,0 to 3.7,0.000000000000000,3.700000000000000,3.700000000000000,Temperature,12.000000000000000,Summer,1.000000000000000,2002.000000000000000,8/1/2002 0:00:00,No action,21.000000000000000,17.000000000000000,Salmonid fish rearing; Anadromous fish passage,"Cat 4A: Water quality limited, TMDL approved",14.000000000000000,Previous Status: TMDL approved,Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2002, ,Rearing: 17.8 C,19162.896991400001000,Curry County
3439,1,3439,3440,11325.000000000000000,4014.000000000000000,Lobster Creek,Lobster Creek, , ,1242941425040.000000000000000,1242941425040.000000000000000,0.000000000000000, ,2611.000000000000000,17100310,Lower Rogue,Southern Oregon Coastal,0 to 9.7,0.000000000000000,9.699999999999999,9.699999999999999,Temperature,12.000000000000000,Summer,1.000000000000000,2002.000000000000000,8/1/2002 0:00:00,No action,21.000000000000000,17.000000000000000,Anadromous fish passage; Salmonid fish rearing,"Cat 4A: Water quality limited, TMDL approved",14.000000000000000,Previous Status: TMDL approved,Previous Action: Delisted - TMDL approved,Previous Assessment Year: 2002, ,Rearing: 17.8 C,50512.893390400000000,Curry County
3629,1,3629,3630,15949.000000000000000,13324.000000000000000,Lobster Creek,Lobster Creek, , ,1242941425040.000000000000000,1242941425040.000000000000000,0.000000000000000, ,2611.000000000000000,17100310,Lower Rogue,Southern Oregon Coastal,0 to 9.7,0.000000000000000,9.699999999999999,9.699999999999999,Temperature,12.000000000000000,Year Round (Non-spawning),71.000000000000000,2004.000000000000000,4/14/2005 0:00:00,No action,21.000000000000000,34.000000000000000,Salmon and trout rearing and migration,"Cat 4A: Water quality limited, TMDL approved",14.000000000000000,"Previous Status: Cat 4A: Water quality limited, TMDL approved",Previous Action: No status change,Previous Assessment Year: 2004, ,Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum,50512.893390400000000,Curry County
